lottery,draw_number,draw_date_time,my_field1,my_field2,win_field1,win_field2,win_amount
Премьер,000552,4 августа 2024 15:54 МСК,,,"Номер билета:,1041 3111 0000 0061 2426,Цена билета:,200 ₽,Дата покупки билета:,4 августа 2024,Название лотереи:,Премьер,Тираж №:,000552,Дата тиража:,4 августа 2024,Место тиража:,г. Москва,Время тиража:,15:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0061 2426,Цена билета:,200 ₽,Дата покупки билета:,4 августа 2024,Название лотереи:,Премьер,Тираж №:,000552,Дата тиража:,4 августа 2024,Место тиража:,г. Москва,Время тиража:,15:54 МСК,Купить ∙ 70 ₽,,,","Поле 1
2
13
10
3
Поле 2
13
7
19
20"
Трижды три,035804,11 сентября 2025 23:30 МСК,,,,,0
Премьер,010598,15 сентября 2025 22:54 МСК,,,"Номер билета:,1041 3111 0000 1919 1840,Цена билета:,50 ₽,Дата покупки билета:,15 сентября 2025,Название лотереи:,Премьер,Тираж №:,010598,Дата тиража:,15 сентября 2025,Место тиража:,г. Москва,Время тиража:,22:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 1919 1840,Цена билета:,50 ₽,Дата покупки билета:,15 сентября 2025,Название лотереи:,Премьер,Тираж №:,010598,Дата тиража:,15 сентября 2025,Место тиража:,г. Москва,Время тиража:,22:54 МСК,Купить ∙ 70 ₽,,,","Поле 1
2
11
6
18
Поле 2
7
4
19
5"
Премьер,012019,30 октября 2025 10:54 МСК,,,"Номер билета:,1041 3111 0000 2231 6113,Цена билета:,80 ₽,Дата покупки билета:,30 октября 2025,Название лотереи:,Премьер,Тираж №:,012019,Дата тиража:,30 октября 2025,Место тиража:,г. Москва,Время тиража:,10:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 2231 6113,Цена билета:,80 ₽,Дата покупки билета:,30 октября 2025,Название лотереи:,Премьер,Тираж №:,012019,Дата тиража:,30 октября 2025,Место тиража:,г. Москва,Время тиража:,10:54 МСК,Купить ∙ 70 ₽,,,","Поле 1
15
2
1
10
Поле 2
8
12
16
1"
Премьер,007897,10 июня 2025 00:54 МСК,,,"Номер билета:,1041 3111 0000 0964 2663,Цена билета:,80 ₽,Дата покупки билета:,10 июня 2025,Название лотереи:,Премьер,Тираж №:,007897,Дата тиража:,10 июня 2025,Место тиража:,г. Москва,Время тиража:,00:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0964 2663,Цена билета:,80 ₽,Дата покупки билета:,10 июня 2025,Название лотереи:,Премьер,Тираж №:,007897,Дата тиража:,10 июня 2025,Место тиража:,г. Москва,Время тиража:,00:54 МСК,Купить ∙ 70 ₽,,,","Поле 1
18
7
4
16
Поле 2
7
20
11
2"
Премьер,001768,26 сентября 2024 09:54 МСК,,,"Номер билета:,1041 3111 0000 0195 9071,Цена билета:,200 ₽,Дата покупки билета:,26 сентября 2024,Название лотереи:,Премьер,Тираж №:,001768,Дата тиража:,26 сентября 2024,Место тиража:,г. Москва,Время тиража:,09:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0195 9071,Цена билета:,200 ₽,Дата покупки билета:,26 сентября 2024,Название лотереи:,Премьер,Тираж №:,001768,Дата тиража:,26 сентября 2024,Место тиража:,г. Москва,Время тиража:,09:54 МСК,Купить ∙ 70 ₽,,,","Поле 1
7
17
18
5
Поле 2
1
20
4
13"
Премьер,010442,10 сентября 2025 08:54 МСК,,,"Номер билета:,1041 3111 0000 1873 0043,Цена билета:,50 ₽,Дата покупки билета:,10 сентября 2025,Название лотереи:,Премьер,Тираж №:,010442,Дата тиража:,10 сентября 2025,Место тиража:,г. Москва,Время тиража:,08:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 1873 0043,Цена билета:,50 ₽,Дата покупки билета:,10 сентября 2025,Название лотереи:,Премьер,Тираж №:,010442,Дата тиража:,10 сентября 2025,Место тиража:,г. Москва,Время тиража:,08:54 МСК,Купить ∙ 70 ₽,,,","Поле 1
1
12
8
2
Поле 2
18
7
3
15"
Большая 8,043858,19 октября 2025 12:21 МСК,,,"Номер билета:,1031 5111 0000 3680 9668,Цена билета:,250 ₽,Дата покупки билета:,19 октября 2025,Название лотереи:,Большая 8,Тираж №:,043858,Дата тиража:,19 октября 2025,Место тиража:,г. Москва,Время тиража:,12:21 МСК,Купить ∙ 250 ₽,,,","Номер билета:,1031 5111 0000 3680 9668,Цена билета:,250 ₽,Дата покупки билета:,19 октября 2025,Название лотереи:,Большая 8,Тираж №:,043858,Дата тиража:,19 октября 2025,Место тиража:,г. Москва,Время тиража:,12:21 МСК,Купить ∙ 250 ₽,,,","Поле 1
18
8
2
14
9
10
1
13
Поле 2
2"
Премьер,001376,9 сентября 2024 12:54 МСК,,,"Номер билета:,1041 3111 0000 0148 8367,Цена билета:,200 ₽,Дата покупки билета:,9 сентября 2024,Название лотереи:,Премьер,Тираж №:,001376,Дата тиража:,9 сентября 2024,Место тиража:,г. Москва,Время тиража:,12:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0148 8367,Цена билета:,200 ₽,Дата покупки билета:,9 сентября 2024,Название лотереи:,Премьер,Тираж №:,001376,Дата тиража:,9 сентября 2024,Место тиража:,г. Москва,Время тиража:,12:54 МСК,Купить ∙ 70 ₽,,,","Поле 1
16
20
12
5
Поле 2
2
12
15
4"
Премьер,000532,3 августа 2024 19:54 МСК,,,"Номер билета:,1041 3111 0000 0059 1436,Цена билета:,200 ₽,Дата покупки билета:,3 августа 2024,Название лотереи:,Премьер,Тираж №:,000532,Дата тиража:,3 августа 2024,Место тиража:,г. Москва,Время тиража:,19:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0059 1436,Цена билета:,200 ₽,Дата покупки билета:,3 августа 2024,Название лотереи:,Премьер,Тираж №:,000532,Дата тиража:,3 августа 2024,Место тиража:,г. Москва,Время тиража:,19:54 МСК,Купить ∙ 70 ₽,,,","Поле 1
16
5
2
12
Поле 2
8
7
13
2"
Трижды три,026377,16 декабря 2023 19:00 МСК,,,,,0
Премьер,001088,27 августа 2024 15:54 МСК,,,"Номер билета:,1041 3111 0000 0118 3293,Цена билета:,200 ₽,Дата покупки билета:,27 августа 2024,Название лотереи:,Премьер,Тираж №:,001088,Дата тиража:,27 августа 2024,Место тиража:,г. Москва,Время тиража:,15:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0118 3293,Цена билета:,200 ₽,Дата покупки билета:,27 августа 2024,Название лотереи:,Премьер,Тираж №:,001088,Дата тиража:,27 августа 2024,Место тиража:,г. Москва,Время тиража:,15:54 МСК,Купить ∙ 70 ₽,,,","Поле 1
13
18
5
14
Поле 2
13
2
16
11"
Премьер,003871,24 декабря 2024 19:54 МСК,,,"Номер билета:,1041 3111 0000 0446 5819,Цена билета:,200 ₽,Дата покупки билета:,24 декабря 2024,Название лотереи:,Премьер,Тираж №:,003871,Дата тиража:,24 декабря 2024,Место тиража:,г. Москва,Время тиража:,19:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0446 5819,Цена билета:,200 ₽,Дата покупки билета:,24 декабря 2024,Название лотереи:,Премьер,Тираж №:,003871,Дата тиража:,24 декабря 2024,Место тиража:,г. Москва,Время тиража:,19:54 МСК,Купить ∙ 70 ₽,,,","Поле 1
8
2
1
10
Поле 2
1
17
16
14"
Премьер,001550,17 сентября 2024 00:54 МСК,,,"Номер билета:,1041 3111 0000 0170 2748,Цена билета:,200 ₽,Дата покупки билета:,17 сентября 2024,Название лотереи:,Премьер,Тираж №:,001550,Дата тиража:,17 сентября 2024,Место тиража:,г. Москва,Время тиража:,00:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0170 2748,Цена билета:,200 ₽,Дата покупки билета:,17 сентября 2024,Название лотереи:,Премьер,Тираж №:,001550,Дата тиража:,17 сентября 2024,Место тиража:,г. Москва,Время тиража:,00:54 МСК,Купить ∙ 70 ₽,,,","Поле 1
19
17
3
10
Поле 2
9
2
3
17"
